"","ZIP","Site","SKU","Desc","Cost","Price","Gross_Margin","Sales_Units_Total","Sales_Amount_Total","TotalPop","male_csum","female_csum","LAT","LNG"
"12492","901","3067","491784","*RXY RSH 10G MLR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12493","901","3067","688623","*QIK RSH MD BLU ALL TIME B SS",13.5,27,0.5,0,0,7080,461,447,18.465369,-66.104613
"12494","901","3067","509055","*QIK SHT 2 SNO UNION",15.04,32,0.53,0,0,7080,461,447,18.465369,-66.104613
"12495","901","3067","490619","*QIK BRD 24 MET SLATER",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12496","901","3067","518338","*RXY RMP 4 MNA3 FLOWER DREAMS",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12497","901","3067","679757","*RXY SET 3 MEP6 SNDY BREAK",20.16,42,0.52,0,0,7080,461,447,18.465369,-66.104613
"12498","901","3067","524869","*RXY DRS 2 KVJ6 NIGHT SONG",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12499","901","3067","513069","*RXY RSH 4G WBB0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12500","901","3067","523585","*RXY TAN 10 KVJ4 WAVE TANK SET",21.34,46,0.536086,0,0,7080,461,447,18.465369,-66.104613
"12501","901","3067","636303","*QIK TEE LG BMJ0 SRF CT B",7.68,18,0.573333,2,36,7080,461,447,18.465369,-66.104613
"12502","901","3067","467833","*QIK RSH 10 WHT ALL TIME SS",11.93,26.95,0.557328,0,0,7080,461,447,18.465369,-66.104613
"12503","901","3067","480067","*RXY 1PC 5 MLW7 BORDER STRIPE",18.43,40,0.53925,0,0,7080,461,447,18.465369,-66.104613
"12504","901","3067","480026","*RXY RSH LG MLW7 ROXY BORDER",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12505","901","3067","513026","*QIK RSH 12 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,7080,461,447,18.465369,-66.104613
"12506","901","3067","499503","*RXY TOP XL WBS3 OAK HOLLY",13.58,29.5,0.539661,0,0,7080,461,447,18.465369,-66.104613
"12507","901","3067","519086","*RXY 1PC 2T WBB7 SUNDOWN LOGO",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12508","901","3067","491789","*RXY RSH 12G MLR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12509","901","3067","483312","*RXY TOP XL BLK6 WIND CHIME",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12510","901","3067","497853","*RXY BIK 8 WBB6 SEEING PALMS",21.34,46,0.536086,0,0,7080,461,447,18.465369,-66.104613
"12511","901","3067","513038","*QIK RSH 8 XKKK ALL TIME LS B",14.175,31.95,0.556338,0,0,7080,461,447,18.465369,-66.104613
"12512","901","3067","499475","*RXY RMP SM MKL0 CHERRY STONE",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12513","901","3067","636301","*QIK TEE MD BMJ0 SRF CT B",7.68,18,0.573333,2,36,7080,461,447,18.465369,-66.104613
"12514","901","3067","509155","*QIK TEE 4 CYN BITTEN",9.94,22,0.548181,0,0,7080,461,447,18.465369,-66.104613
"12515","901","3067","422853","*RXY RSH 12G PUR LIVE IT UP LS",15.25,30.95,0.507269,0,0,7080,461,447,18.465369,-66.104613
"12516","901","3067","522526","*QIK SHT 2 TIL F.A.A.",16.975,36,0.528472,0,0,7080,461,447,18.465369,-66.104613
"12517","901","3067","679736","*RXY 2 PC 14XL BLU CUBA GIRL",22.08,46,0.52,0,0,7080,461,447,18.465369,-66.104613
"12518","901","3067","519073","*RXY RSH LG WBB0 SUNDWN TW SET",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12519","901","3067","490641","*QIK BRD 23 POP STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12520","901","3067","519096","*RXY 1PC 6 WBB7 SUNDOWN LOGO",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12521","901","3067","509097","*QIK TEE 3T WHT DISORDER",8.25,18.5,0.554054,0,0,7080,461,447,18.465369,-66.104613
"12522","901","3067","509089","*QIK TEE LG WHT DISORDER",8.73,19.5,0.552307,0,0,7080,461,447,18.465369,-66.104613
"12523","901","3067","490652","*QIK POL SM WHT GET IT",12.61,28,0.549642,0,0,7080,461,447,18.465369,-66.104613
"12524","901","3067","490669","*QIK TEE SM WHT CAPTION",10.91,24,0.545416,0,0,7080,461,447,18.465369,-66.104613
"12525","901","3067","636319","*QIK TEE 7 BMJ0 SRF CT K",7.2,16,0.55,1,16,7080,461,447,18.465369,-66.104613
"12526","901","3067","422849","*RXY RSH 6G PUR LIVE IT UP LS",15.25,30.95,0.507269,0,0,7080,461,447,18.465369,-66.104613
"12527","901","3067","483309","*RXY TOP SM BLK6 WIND CHIME",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12528","901","3067","513023","*QIK RSH 6 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,7080,461,447,18.465369,-66.104613
"12529","901","3067","509151","*QIK VOL 2 LIM SLICED",16.98,36,0.528333,0,0,7080,461,447,18.465369,-66.104613
"12530","901","3067","398659","*RXY BIK 4 WHT BLOOMINGBLISS",19,40,0.525,0,0,7080,461,447,18.465369,-66.104613
"12531","901","3067","509033","*QIK BRD 26 CYN SLICED",18.92,39.5,0.521012,0,0,7080,461,447,18.465369,-66.104613
"12532","901","3067","459367","*RXY TAN 3T BQT3 ROXY CHARM",19,42,0.547619,1,42,7080,461,447,18.465369,-66.104613
"12533","901","3067","513037","*QIK RSH 6 XKKK ALL TIME LS B",14.175,31.95,0.556338,0,0,7080,461,447,18.465369,-66.104613
"12534","901","3067","499500","*RXY TOP MD WBS3 OAK HOLLY",13.58,29.5,0.539661,0,0,7080,461,447,18.465369,-66.104613
"12535","901","3067","410759","*QIK RSH 2T CYN ALL TIME SS",10.13,22.95,0.558605,0,0,7080,461,447,18.465369,-66.104613
"12536","901","3067","524867","*RXY TOP XL KVJ6 ON THE SAND",12.61,28,0.549642,0,0,7080,461,447,18.465369,-66.104613
"12537","901","3067","490668","*QIK POL 4T WHT GET IT",10.67,24,0.555416,0,0,7080,461,447,18.465369,-66.104613
"12538","901","3067","509028","*QIK BRD 28 NVY MAYS HAYES",21.83,46,0.525434,0,0,7080,461,447,18.465369,-66.104613
"12539","901","3067","513077","*RXY RSH 4T MLR0 WHLE HRTD LS",11.21,24.95,0.550701,0,0,7080,461,447,18.465369,-66.104613
"12540","901","3067","479997","*RXY BIK 7 BNF7 DOLL FACE DOT",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12541","901","3067","499482","*RXY DRS XL WBB6 LACEY LOU",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12542","901","3067","490623","*QIK BRD 28 MET SLATER",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12543","901","3067","410760","*QIK RSH 3T CYN ALL TIME SS",10.13,22.95,0.558605,0,0,7080,461,447,18.465369,-66.104613
"12544","901","3067","398722","*RXY COV SM MRN DANCING DOLL",18,38,0.526315,0,0,7080,461,447,18.465369,-66.104613
"12545","901","3067","680038","*RXY RSH 12L ORG WHLEHEART SS",12.15,27,0.55,0,0,7080,461,447,18.465369,-66.104613
"12546","901","3067","518332","*RXY SHT 7 WBS6 RG LISY PRINT",18.43,39.5,0.533417,0,0,7080,461,447,18.465369,-66.104613
"12547","901","3067","497833","*RXY BIK 12 BNF6 SEA HIPPIE",20.37,44,0.537045,1,44,7080,461,447,18.465369,-66.104613
"12548","901","3067","490628","*QIK BRD 5 APR NIGHT WAKA",19.89,42,0.526428,0,0,7080,461,447,18.465369,-66.104613
"12549","901","3067","491780","*RXY RSH 14G MHD0 WHLE HRTD SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12550","901","3067","398657","*RXY BIK 2T WHT BLOOMINGBLISS",19,40,0.525,0,0,7080,461,447,18.465369,-66.104613
"12551","901","3067","425223","*RXY BIK 7 BSW7 CRISS CRSS TRI",20.9,46,0.545652,0,0,7080,461,447,18.465369,-66.104613
"12552","901","3067","522523","*QIK SHT 26 TIL F.A.A.",18.915,39.5,0.521139,0,0,7080,461,447,18.465369,-66.104613
"12553","901","3067","491680","*QIK RSH 12 XBBG PRIME LS BOY",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12554","901","3067","499489","*RXY DRS MD KVJ3 KITTRIDGE",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12555","901","3067","398809","*RXY RSH 2T PNK LIVIN LARGE SS",11.25,22.95,0.509803,0,0,7080,461,447,18.465369,-66.104613
"12556","901","3067","521493","*QIK TEE 3 CYN AFTER HOURS",9.9425,22,0.548068,0,0,7080,461,447,18.465369,-66.104613
"12557","901","3067","517922","*RXY DRS 3 BPM6 CHECK ME OUT",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12558","901","3067","509049","*QIK SHT 23 SNO UNION",16.98,36,0.528333,0,0,7080,461,447,18.465369,-66.104613
"12559","901","3067","467839","*QIK RSH 16 WHT ALL TIME SS",11.93,26.95,0.557328,0,0,7080,461,447,18.465369,-66.104613
"12560","901","3067","386281","*QUK BRD 25 SGA CYPHR NO FRILL",26.5,55,0.518181,0,0,7080,461,447,18.465369,-66.104613
"12561","901","3067","480054","*RXY 1PC 5 KVJ7 RXY BRDR LOGO",18.43,40,0.53925,0,0,7080,461,447,18.465369,-66.104613
"12562","901","3067","679730","*RXY SET  12 WBT6 CARIBBEAN",22.08,46,0.52,0,0,7080,461,447,18.465369,-66.104613
"12563","901","3067","517896","*RXY DRS XL MNA3 JUST BEGUN",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12564","901","3067","666123","*QIK BRD 4 BYJ0 SLD AMPH BOY",17.28,36,0.52,0,0,7080,461,447,18.465369,-66.104613
"12565","901","3067","398654","*RXY BIK 8 WHT BLOOMINGBLISS",21,44,0.522727,0,0,7080,461,447,18.465369,-66.104613
"12566","901","3067","513264","*RXY RSH 4G BJR0 FRM ABOVE LS",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12567","901","3067","483296","*RXY DRS LG GRL3 WILLOUGHBY",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12568","901","3067","386234","*QIK BRD 24 BLK CYPHER BRIGG",25.5,52,0.509615,0,0,7080,461,447,18.465369,-66.104613
"12569","901","3067","480009","*RXY SHT LG BNF0 DOLL BRDSHORT",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12570","901","3067","497848","*RXY TAN 10 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12571","901","3067","491661","*QIK RSH 16 BQN0 ALL TIME SS B",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12572","901","3067","519084","*RXY BIK 6 MNA4 SUNDWN STRIPE",18.43,40,0.53925,0,0,7080,461,447,18.465369,-66.104613
"12573","901","3067","406427","*QIK RSH 12G PNK ROX A LOT SS",11.93,26.95,0.557328,1,26.95,7080,461,447,18.465369,-66.104613
"12574","901","3067","679732","*RXY 2 PC 7X BLU CUBA GIRL",22.08,46,0.52,0,0,7080,461,447,18.465369,-66.104613
"12575","901","3067","522537","*QIK TEE XL MET ALPHA MALE",7.76,18,0.568888,0,0,7080,461,447,18.465369,-66.104613
"12576","901","3067","493372","*QIK TEE 3 LIM MONKEY BIZZ",7.28,16,0.545,0,0,7080,461,447,18.465369,-66.104613
"12577","901","3067","480018","*RXY RSH SM KVJ7 ROXY BORDER",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12578","901","3067","490622","*QIK BRD 27 MET SLATER",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12579","901","3067","491683","*QIK RSH 16 XBBG PRIME LS BOY",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12580","901","3067","522501","*QIK BRD 3 MED CERRANO",19.885,42,0.526547,0,0,7080,461,447,18.465369,-66.104613
"12581","901","3067","522528","*QIK SHT 4 TIL F.A.A.",16.975,36,0.528472,0,0,7080,461,447,18.465369,-66.104613
"12582","901","3067","489072","*RXY RSH XL PQS4 ROXY ESCAPE",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12583","901","3067","483311","*RXY TOP LG BLK6 WIND CHIME",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12584","901","3067","490617","*QIK BRD 23 MET SLATER",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12585","901","3067","497834","*RXY BIK 14 BNF6 SEA HIPPIE",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12586","901","3067","679740","*RXY SET  12 MCS6 SUNNY DRMS",22.08,46,0.52,1,46,7080,461,447,18.465369,-66.104613
"12587","901","3067","422854","*RXY RSH 14G PUR LIVE IT UP LS",15.25,30.95,0.507269,0,0,7080,461,447,18.465369,-66.104613
"12588","901","3067","491783","*RXY RSH 8G MLR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12589","901","3067","509075","*QIK TEE SM BLK SKILLER",7.76,18,0.568888,0,0,7080,461,447,18.465369,-66.104613
"12590","901","3067","497866","*RXY SHT XL BNF0 ENDLESS SMMER",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12591","901","3067","518340","*RXY DRS 3 RMZ6 RUN A MUCK",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12592","901","3067","509050","*QIK SHT 24 SNO UNION",16.98,36,0.528333,0,0,7080,461,447,18.465369,-66.104613
"12593","901","3067","483310","*RXY TOP MD BLK6 WIND CHIME",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12594","901","3067","520239","*QIK SHT LG NVY STEERAGE",18.915,39.5,0.521139,0,0,7080,461,447,18.465369,-66.104613
"12595","901","3067","499520","*RXY TOP 4 WBB0 STRAWBERRY",9.7,20,0.515,1,20,7080,461,447,18.465369,-66.104613
"12596","901","3067","509042","*QIK BRD 23 SNO STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12597","901","3067","679760","*RXY SET 6 MEP6 SNDY BREAK",20.16,42,0.52,0,0,7080,461,447,18.465369,-66.104613
"12598","901","3067","490610","*QIK BRD 26 CLD BRIGG SCALLOP",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12599","901","3067","517006","*RXY RSH 4 BNW0 RAGLAN SLEEVE",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12600","901","3067","483305","*RXY TOP SM WBS0 DEWDROP",12.61,28,0.549642,0,0,7080,461,447,18.465369,-66.104613
"12601","901","3067","480023","*RXY RSH XL KVJ7 ROXY BORDER",17.46,38,0.540526,1,38,7080,461,447,18.465369,-66.104613
"12602","901","3067","386288","*QUK BRD 25 RED BRAVO BRDSHRT",23.5,48,0.510416,0,0,7080,461,447,18.465369,-66.104613
"12603","901","3067","383699","*RXY 1PC 4 BLK WAVE PIXIE",19,42,0.547619,0,0,7080,461,447,18.465369,-66.104613
"12604","901","3067","513081","*RXY RSH 4G WBB0 ROXY WAVE LS",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12605","901","3067","491776","*RXY RSH 6G MHD0 WHLE HRTD SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12606","901","3067","459368","*RXY TAN 4T BQT3 ROXY CHARM",19,42,0.547619,0,0,7080,461,447,18.465369,-66.104613
"12607","901","3067","480019","*RXY RSH MD KVJ7 ROXY BORDER",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12608","901","3067","497872","*RXY TAN 4T MKL7 PEACEFUL DRMR",17.46,38,0.540526,2,76,7080,461,447,18.465369,-66.104613
"12609","901","3067","517061","*RXY 1PC 4T KVJ7 HOW SWEET",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12610","901","3067","524131","*RXY RMP XL MNA3 SWEET CAKE",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12611","901","3067","509045","*QIK BRD 26 SNO STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12612","901","3067","386271","*QUK BRD MD BLK GOODDAY BRDSHT",17.5,36,0.513888,0,0,7080,461,447,18.465369,-66.104613
"12613","901","3067","491672","*QIK RSH 4 XBBG PRIME LS BOY",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12614","901","3067","444196","*RXY RSH 4G PRR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12615","901","3067","398727","*RXY COV LG MRN DANCING DOLL",18,38,0.526315,0,0,7080,461,447,18.465369,-66.104613
"12616","901","3067","518336","*RXY RMP 2 MNA3 FLOWER DREAMS",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12617","901","3067","518318","*RXY DRS LG MNA6 PIN UP",19.4,42,0.538095,0,0,7080,461,447,18.465369,-66.104613
"12618","901","3067","490648","*QIK BRD 26 POP STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12619","901","3067","509052","*QIK SHT 26 SNO UNION",16.98,36,0.528333,0,0,7080,461,447,18.465369,-66.104613
"12620","901","3067","666112","*QIK VLY XL RQR6 WORD WAVE YTH",21.6,45,0.52,1,45,7080,461,447,18.465369,-66.104613
"12621","901","3067","524128","*RXY RMP MD MNA3 SWEET CAKE",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12622","901","3067","490640","*QIK BRD 22 POP STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12623","901","3067","666110","*QIK VLY MD RQR6 WORD WAVE YTH",21.6,45,0.52,2,90,7080,461,447,18.465369,-66.104613
"12624","901","3067","509070","*QIK TEE MD WHT ADVENTURE",7.76,18,0.568888,0,0,7080,461,447,18.465369,-66.104613
"12625","901","3067","519042","*RXY SHT XL MNA4 SUNDWN STRIPE",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12626","901","3067","499502","*RXY TOP LG WBS3 OAK HOLLY",13.58,29.5,0.539661,0,0,7080,461,447,18.465369,-66.104613
"12627","901","3067","523597","*RXY COV SM MNA0 SUNRISE DRESS",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12628","901","3067","497846","*RXY TAN 7 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12629","901","3067","467851","*QIK RSH 16 CYN ALL TIME SS",11.93,26.95,0.557328,0,0,7080,461,447,18.465369,-66.104613
"12630","901","3067","518329","*RXY TOP MD WBS0 BY THE SHORE",12.61,26,0.515,0,0,7080,461,447,18.465369,-66.104613
"12631","901","3067","513025","*QIK RSH 10 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,7080,461,447,18.465369,-66.104613
"12632","901","3067","567921","*RXY RSH 3 WBB0 SURFSUP RSHGRD",21.85,46,0.525,0,0,7080,461,447,18.465369,-66.104613
"12633","901","3067","490650","*QIK BRD 28 POP STOMPING",16.49,35,0.528857,0,0,7080,461,447,18.465369,-66.104613
"12634","901","3067","522500","*QIK BRD 2 MED CERRANO",19.885,42,0.526547,0,0,7080,461,447,18.465369,-66.104613
"12635","901","3067","490620","*QIK BRD 25 MET SLATER",23.77,49.5,0.519797,0,0,7080,461,447,18.465369,-66.104613
"12636","901","3067","491808","*RXY RSH 12G MLR0 FRM ABOVE LS",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12637","901","3067","459370","*RXY TAN 6 BQT3 ROXY CHARM",19,42,0.547619,0,0,7080,461,447,18.465369,-66.104613
"12638","901","3067","491663","*QIK RSH 6 XGGK PRIME SS BOY",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12639","901","3067","509068","*QIK TEE SM WHT ADVENTURE",7.76,18,0.568888,0,0,7080,461,447,18.465369,-66.104613
"12640","901","3067","479590","*RXY BIK 6 MKL7 DOLLFACE DOT",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12641","901","3067","666119","*QIK TEE LG KVJ0 MIRROR YTH",8.64,18,0.52,0,0,7080,461,447,18.465369,-66.104613
"12642","901","3067","414204","*QIK BRD 29 BLK CYPHER BRIGG",25.5,52,0.509615,0,0,7080,461,447,18.465369,-66.104613
"12643","901","3067","522535","*QIK TEE MD MET ALPHA MALE",7.76,18,0.568888,0,0,7080,461,447,18.465369,-66.104613
"12644","901","3067","491801","*RXY RSH 10G MLR0 ROXY WAVE LS",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12645","901","3067","422841","*RXY RSH 6G PNK HIGH LIGHT SS",13.25,26.95,0.508348,0,0,7080,461,447,18.465369,-66.104613
"12646","901","3067","513032","*QIK RSH 10 XWWB PRIME LS BOY",14.175,31.95,0.556338,0,0,7080,461,447,18.465369,-66.104613
"12647","901","3067","490626","*QIK BRD 4 APR NIGHT WAKA",19.89,42,0.526428,0,0,7080,461,447,18.465369,-66.104613
"12648","901","3067","241980","*QIK SHT 26 KHA DIPLO 2",18.43,39.5,0.533417,0,0,7080,461,447,18.465369,-66.104613
"12649","901","3067","480012","*RXY COV SM MLW7 STRIPE PONCHO",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12650","901","3067","513030","*QIK RSH 6 XWWB PRIME LS BOY",14.175,31.95,0.556338,0,0,7080,461,447,18.465369,-66.104613
"12651","901","3067","386276","*QUK VOL 4T SRE REPEATER VOLLY",22,45,0.511111,0,0,7080,461,447,18.465369,-66.104613
"12652","901","3067","636270","*QIK BRD 5 BMJ0 EVRY DAY K",15.84,34,0.534117,0,0,7080,461,447,18.465369,-66.104613
"12653","901","3067","483302","*RXY DRS MD BLK6 SUNNY SLOPE",18.43,39.5,0.533417,0,0,7080,461,447,18.465369,-66.104613
"12654","901","3067","480063","*RXY 1PC 3T MLW7 BORDER STRIPE",18.43,40,0.53925,1,40,7080,461,447,18.465369,-66.104613
"12655","901","3067","590988","*QIK RSH LG WBB0 ALLTIME SS BY",12.6,28,0.55,0,0,7080,461,447,18.465369,-66.104613
"12656","901","3067","499517","*RXY DRS 5 WBS3 BAY HILL",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12657","901","3067","490660","*QIK POL 2T WHT GET IT",10.67,24,0.555416,0,0,7080,461,447,18.465369,-66.104613
"12658","901","3067","568000","*RXY BIK 3 MLG0 PPALM TANKINI",20.9,44,0.525,0,0,7080,461,447,18.465369,-66.104613
"12659","901","3067","519082","*RXY BIK 5 MNA4 SUNDWN STRIPE",18.43,40,0.53925,0,0,7080,461,447,18.465369,-66.104613
"12660","901","3067","519061","*RXY RSH LG WBB0 SUNDOWN S/S",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12661","901","3067","497841","*RXY BIK 10 BNF0 LITTLE BEAUTY",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12662","901","3067","489063","*RXY BIK 14 PQS4 ROXY ESCAPE",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12663","901","3067","509095","*QIK TEE 2T WHT DISORDER",8.25,18.5,0.554054,0,0,7080,461,447,18.465369,-66.104613
"12664","901","3067","567925","*RXY RSH 6 WBB0 SURFSUP RSHGRD",21.85,46,0.525,0,0,7080,461,447,18.465369,-66.104613
"12665","901","3067","497849","*RXY TAN 12 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,7080,461,447,18.465369,-66.104613
"12666","901","3067","680039","*RXY RSH 14XL ORG WHLEHEART SS",12.15,27,0.55,0,0,7080,461,447,18.465369,-66.104613
"12667","901","3067","522538","*QIK TEE 2 WHT WIZARD",7.275,16,0.545312,0,0,7080,461,447,18.465369,-66.104613
"12668","901","3067","518341","*RXY DRS 4 RMZ6 RUN A MUCK",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12669","901","3067","509086","*QIK TEE MD WHT DISORDER",8.73,19.5,0.552307,0,0,7080,461,447,18.465369,-66.104613
"12670","901","3067","499511","*RXY SHT 8 MJJ0 LISY SHORT",18.43,39.5,0.533417,0,0,7080,461,447,18.465369,-66.104613
"12671","901","3067","519070","*RXY RSH MD WBB0 SUNDWN TW SET",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12672","901","3067","522533","*QIK TEE 4 CYN AFTER HOURS",9.9425,22,0.548068,0,0,7080,461,447,18.465369,-66.104613
"12673","901","3067","523623","*RXY 1PC 4T KVJ4 WAVE WONDERER",17.46,38,0.540526,0,0,7080,461,447,18.465369,-66.104613
"12674","901","3067","567946","*RXY BIK 6 MNS0 ALLABD TIKITRI",18.05,38,0.525,0,0,7080,461,447,18.465369,-66.104613
"12675","901","3067","429237","*QIK BRD 30 BMJ6 HILO BLU",21.5,44,0.511363,0,0,7080,461,447,18.465369,-66.104613
"12676","901","3067","386273","*QUK BRD XL BLK GOODDAY BRDSHT",17.5,36,0.513888,0,0,7080,461,447,18.465369,-66.104613
"12677","901","3067","499515","*RXY DRS 3 WBS3 BAY HILL",15.52,34,0.543529,1,34,7080,461,447,18.465369,-66.104613
"12678","901","3067","517004","*RXY RSH 3 BNW0 RAGLAN SLEEVE",15.52,34,0.543529,0,0,7080,461,447,18.465369,-66.104613
"12679","901","3067","427475","*RXY BIK 3T WBB3 AUTUMN BREEZE",18.43,40,0.53925,0,0,7080,461,447,18.465369,-66.104613
"12680","901","3067","636306","*QIK TEE XL BMJ0 SRF CT B",7.68,18,0.573333,0,0,7080,461,447,18.465369,-66.104613
"12681","901","3067","493365","*QIK TEE 2 CYN BITTEN",9.94,22,0.548181,0,0,7080,461,447,18.465369,-66.104613
"12682","901","3067","666127","*QIK BRD 3 BRC0 LOGOALO BOY",7.68,16,0.52,0,0,7080,461,447,18.465369,-66.104613
"12683","901","3067","522519","*QIK VOL 4 NVY STEERAGE",16.975,36,0.528472,0,0,7080,461,447,18.465369,-66.104613
"12684","901","3067","513271","*RXY RSH 10G BJR0 FRM ABOVE LS",14.18,31.95,0.556181,0,0,7080,461,447,18.465369,-66.104613
"12685","901","3067","499513","*RXY SHT 12 MJJ0 LISY SHORT",18.43,39.5,0.533417,0,0,7080,461,447,18.465369,-66.104613
"12686","901","3067","567913","*RXY BIK 14 BLW0 SURFSUP HALTR",20.9,44,0.525,1,44,7080,461,447,18.465369,-66.104613
"12687","901","3067","509053","*QIK SHT 27 SNO UNION",16.98,36,0.528333,0,0,7080,461,447,18.465369,-66.104613
"12688","901","3067","492486","*QIK RSH 10 XBGK EXTRA SS BOY",12.38,27.95,0.557066,0,0,7080,461,447,18.465369,-66.104613
"12689","901","3067","567945","*RXY BIK 5 MNS0 ALLABD TIKITRI",18.05,38,0.525,0,0,7080,461,447,18.465369,-66.104613
"12690","901","3067","483315","*RXY RMP 4 GRL3 SEA PALM",16.49,36,0.541944,0,0,7080,461,447,18.465369,-66.104613
"12691","901","3067","679729","*RXY SET  10 WBT6 CARIBBEAN",22.08,46,0.52,0,0,7080,461,447,18.465369,-66.104613
"12692","901","3067","422850","*RXY RSH 8G PUR LIVE IT UP LS",15.25,30.95,0.507269,0,0,7080,461,447,18.465369,-66.104613
"12693","901","3067","491797","*RXY RSH 4T MLR0 FRM ABVE TDLR",10.31,22.95,0.550762,0,0,7080,461,447,18.465369,-66.104613
"12694","901","3067","666117","*QIK TEE SM KVJ0 MIRROR YTH",8.64,18,0.52,2,36,7080,461,447,18.465369,-66.104613
