"","ZIP","Site","SKU","Desc","Cost","Price","Gross_Margin","Sales_Units_Total","Sales_Amount_Total","TotalPop","male_csum","female_csum","LAT","LNG"
"1","15219","3073","188470","RSH MD WHT LOOP DA LOOP",9.75,28,0.651785,0,0,16696,916,856,40.443184,-79.983064
"2","15222","3086","188470","RSH MD WHT LOOP DA LOOP",9.75,28,0.651785,0,0,3294,30,28,40.447691,-79.993445
"3","20001","229","234216","*HK TEE MNT KIDS",10.63,24.99,0.574629,0,0,38551,1824,1833,38.910353,-77.017739
"4","20001","200","234215","*HK TEE WHT KIDS",10.63,24.99,0.574629,0,0,38551,1824,1833,38.910353,-77.017739
"5","20001","200","234216","*HK TEE MNT KIDS",10.63,24.99,0.574629,0,0,38551,1824,1833,38.910353,-77.017739
"6","20745","3802","377533","NECKLACE, ""ROSEMARY"", TWILIGHT",16,380,0.957894,0,0,28451,2814,2780,38.806935,-76.995672
"7","20745","3802","377555","NECKLACE, ""HEATHER"", ICED DENI",14.5,135,0.892592,0,0,28451,2814,2780,38.806935,-76.995672
"8","20745","3802","377526","NECKLACE, TWILIGHT COLLECTION,",23,360,0.936111,0,0,28451,2814,2780,38.806935,-76.995672
"9","20745","3802","377396","BRACELET, CHAIN MULTI STARDUST",39,90,0.566666,0,0,28451,2814,2780,38.806935,-76.995672
"10","20745","3802","377585","RING, STAR BUTTON RHAPSODY, RC",26,64,0.59375,0,0,28451,2814,2780,38.806935,-76.995672
"11","20745","3802","377529","NECKLACE, ""CHAR"", BURGUNDY HAR",17.5,235,0.925531,0,0,28451,2814,2780,38.806935,-76.995672
"12","20745","3802","377577","RINGS, ADJUSTABLE STARDUST, 24",14.5,72,0.798611,0,0,28451,2814,2780,38.806935,-76.995672
"13","20745","3802","377571","NECKLACE, RHAPSODY, NCK50ASRHP",127,300,0.576666,0,0,28451,2814,2780,38.806935,-76.995672
"14","20745","3802","377489","EARRINGS, CHAIN DROP RHAPSODY,",18,44,0.590909,0,0,28451,2814,2780,38.806935,-76.995672
"15","20745","3802","377506","EARRINGS, STAR HOOP STARDUST,",38,88,0.568181,0,0,28451,2814,2780,38.806935,-76.995672
"16","20745","3802","377507","EARRINGSM STAR HOOP RHAPSODY,",38,88,0.568181,0,0,28451,2814,2780,38.806935,-76.995672
"17","20745","3802","377546","NECKLACE, ""HEATHER"" TURQUOISE",16.65,200,0.91675,0,0,28451,2814,2780,38.806935,-76.995672
"18","20745","3802","377548","NECKLACE, ""CHAR"" CLOUD BLUE, T",22.5,220,0.897727,0,0,28451,2814,2780,38.806935,-76.995672
"19","20745","3802","377562","NECKLACE, CHAIN CHOKER STARDUS",115,270,0.574074,0,0,28451,2814,2780,38.806935,-76.995672
"20","20745","3802","377401","BRACELET, AFTER MIDNIGHT, BCN6",80,200,0.6,0,0,28451,2814,2780,38.806935,-76.995672
"21","20745","3802","377397","BRACELET, CHAIN MULTI RHAPSODY",39,90,0.566666,0,0,28451,2814,2780,38.806935,-76.995672
"22","20745","3802","377514","EARRINGS, DROP RHAPSODY, ECD66",19,46,0.586956,0,0,28451,2814,2780,38.806935,-76.995672
"23","20745","3802","377404","BRACELET, LARGE STAR STARDUST,",76,176,0.568181,0,0,28451,2814,2780,38.806935,-76.995672
"24","20745","3802","377407","BRACELET, RECTANGULAR STARDUST",41,96,0.572916,0,0,28451,2814,2780,38.806935,-76.995672
"25","20745","3802","377542","NECKLACE, ""DOROTHY"" , AURORA T",20,360,0.944444,0,0,28451,2814,2780,38.806935,-76.995672
"26","20745","3802","377463","EARRINGS, FRENCH HOOK, CRYSTAL",13.5,78,0.826923,0,0,28451,2814,2780,38.806935,-76.995672
"27","20745","3802","377480","EARRINGS, PIERCED, ICED DENIM,",3,130,0.976923,0,0,28451,2814,2780,38.806935,-76.995672
"28","20745","3802","377534","NECKLACE, ""HEATHER"", TWILIGHT",18.5,210,0.911904,0,0,28451,2814,2780,38.806935,-76.995672
"29","20745","3802","377538","NECKLACE, ""MO"", TARA GODDESS,",18,360,0.95,0,0,28451,2814,2780,38.806935,-76.995672
"30","20745","3802","377494","EARRINGS, CLIP STARDUST, ECN13",26,64,0.59375,0,0,28451,2814,2780,38.806935,-76.995672
"31","20745","3802","377532","NECKLACE, ""SHERRY"" TWILIGHT SA",18.5,340,0.945588,0,0,28451,2814,2780,38.806935,-76.995672
"32","20745","3802","377513","EARRINGS, DROP STARDUST, ECD66",19,46,0.586956,0,0,28451,2814,2780,38.806935,-76.995672
"33","20745","3802","377469","EARRINGS, FRENCH HOOK W/CRY, C",14.5,70,0.792857,0,0,28451,2814,2780,38.806935,-76.995672
"34","20745","3802","377466","EARRINGS, FRENCH HOOK, BURGUND",12.5,74,0.831081,0,0,28451,2814,2780,38.806935,-76.995672
"35","20745","3802","377503","EARRINGS, STAR DROP STARDUST,",24,64,0.625,0,0,28451,2814,2780,38.806935,-76.995672
"36","20745","3803","377521","EARRINGS, ANTIQUE SILVER HOOPS",15,36,0.583333,0,0,28451,2814,2780,38.806935,-76.995672
"37","20745","3804","464935","*VBR SET 3-6 LOL LAYETTE SET",28.5,60,0.525,0,0,28451,2814,2780,38.806935,-76.995672
"38","20745","3804","464932","*VBR SET 6-9 LOL DRESS/LEGGING",26.5,56,0.526785,0,0,28451,2814,2780,38.806935,-76.995672
"39","20745","3804","464933","*VBR SET 9-12 LOL DRESS/LEGGIN",26.5,56,0.526785,0,0,28451,2814,2780,38.806935,-76.995672
"40","20745","3804","464939","*VBR SET 6-9 LOL RUFFLE BODY",16,34,0.529411,0,0,28451,2814,2780,38.806935,-76.995672
"41","20745","3804","464930","*VBR SET 0-3 LOL DRESS/LEGGING",26.5,56,0.526785,0,0,28451,2814,2780,38.806935,-76.995672
"42","20745","3804","464931","*VBR SET 3-6 LOL DRESS/LEGGING",26.5,56,0.526785,0,0,28451,2814,2780,38.806935,-76.995672
"43","20745","3804","464936","*VBR SET 6-9 LOL LAYETTE SET",28.5,60,0.525,0,0,28451,2814,2780,38.806935,-76.995672
"44","20745","3804","464938","*VBR SET 3-6 LOL RUFFLE BODY",16,34,0.529411,0,0,28451,2814,2780,38.806935,-76.995672
"45","20745","3804","464937","*VBR SET 0-3 LOL RUFFLE BODY",16,34,0.529411,0,0,28451,2814,2780,38.806935,-76.995672
"46","20745","3804","464940","*VBR SET 9-12 LOL RUFFLE BODY",16,34,0.529411,0,0,28451,2814,2780,38.806935,-76.995672
"47","20745","3804","464929","*VBR   LOL CONVERTIBLE GOWN",20,42,0.523809,0,0,28451,2814,2780,38.806935,-76.995672
"48","20745","3804","464934","*VBR SET 0-3 LOL LAYETTE SET",28.5,60,0.525,0,0,28451,2814,2780,38.806935,-76.995672
"49","20817","3119","610296","*RXY DRS 2 FCH ARCTIC CRUISE",18.525,39,0.525,0,0,36240,4098,3756,38.997272,-77.151816
"50","20817","3119","610284","*RXY RSH 6 PNK LOGO POP",20.9,44,0.525,0,0,36240,4098,3756,38.997272,-77.151816
"51","2108","189","234216","*HK TEE MNT KIDS",10.63,24.99,0.574629,0,0,3825,167,198,42.357768,-71.064858
"52","2199","3052","234216","*HK TEE MNT KIDS",10.63,24.99,0.574629,0,0,1146,22,44,42.347476,-71.082035
"53","29928","3096","239096","*QIK TOP MD  BND HOOLIGAN",13,28,0.535714,0,0,16110,740,741,32.163171,-80.755765
"54","29928","3096","523615","*RXY BIK 5 KVJ4 WAVE WONDERER",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"55","29928","3096","513022","*QIK RSH 4 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"56","29928","3096","513088","*RXY RSH 14G WBB0 ROXY WAVE LS",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"57","29928","3096","491784","*RXY RSH 10G MLR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"58","29928","3096","509025","*QIK BRD 25 NVY MAYS HAYES",21.83,46,0.525434,0,0,16110,740,741,32.163171,-80.755765
"59","29928","3096","405246","*QUK BRD 26 HTO SMASHING",17,35,0.514285,0,0,16110,740,741,32.163171,-80.755765
"60","29928","3096","490633","*QIK BRD 4 POP STOMPING",15.04,32,0.53,0,0,16110,740,741,32.163171,-80.755765
"61","29928","3096","435933","*RXY 1PC 4 MRN BLOOMING BLISS",18,38,0.526315,0,0,16110,740,741,32.163171,-80.755765
"62","29928","3096","497847","*RXY TAN 8 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"63","29928","3096","435897","*RXY 1PC 8 WHT BLOOMING BLISS",22,46,0.521739,0,0,16110,740,741,32.163171,-80.755765
"64","29928","3096","517012","*RXY RSH 6 BNW0 RAGLAN SLEEVE",15.52,34,0.543529,0,0,16110,740,741,32.163171,-80.755765
"65","29928","3096","480019","*RXY RSH MD KVJ7 ROXY BORDER",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"66","29928","3096","567893","*RXY RSH 8 PSS0 BATIK RSHGRD",18.05,38,0.525,1,38,16110,740,741,32.163171,-80.755765
"67","29928","3096","405242","*QUK BRD 22 HTO SMASHING",17,35,0.514285,0,0,16110,740,741,32.163171,-80.755765
"68","29928","3096","513075","*RXY RSH 2T MLR0 WHLE HRTD LS",11.21,24.95,0.550701,0,0,16110,740,741,32.163171,-80.755765
"69","29928","3096","517886","*RXY SHT SM KVJ7 HOW SWEET",15.52,34,0.543529,0,0,16110,740,741,32.163171,-80.755765
"70","29928","3096","513073","*RXY RSH 12G WBB0 ROXY WAVE SS",12.38,27.95,0.557066,1,27.95,16110,740,741,32.163171,-80.755765
"71","29928","3096","513272","*RXY RSH 12G BJR0 FRM ABOVE LS",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"72","29928","3096","517056","*RXY BIK 4T KVJ7 HOW SWEET",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"73","29928","3096","429260","*QIK SHT 27 BLY0 F.A.A. AZUL",19.5,39.5,0.506329,0,0,16110,740,741,32.163171,-80.755765
"74","29928","3096","497846","*RXY TAN 7 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"75","29928","3096","422853","*RXY RSH 12G PUR LIVE IT UP LS",15.25,30.95,0.507269,1,30.95,16110,740,741,32.163171,-80.755765
"76","29928","3096","422783","*QIK RSH 12 BKW PHASER SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"77","29928","3096","491662","*QIK RSH 4 XGGK PRIME SS BOY",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"78","29928","3096","497850","*RXY TAN 14 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"79","29928","3096","509153","*QIK VOL 4 LIM SLICED",16.98,36,0.528333,0,0,16110,740,741,32.163171,-80.755765
"80","29928","3096","520238","*QIK SHT MD NVY STEERAGE",18.915,39.5,0.521139,0,0,16110,740,741,32.163171,-80.755765
"81","29928","3096","517054","*RXY BIK 3T KVJ7 HOW SWEET",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"82","29928","3096","522504","*QIK BRD 25 TIL STEERAGE",18.915,39.5,0.521139,0,0,16110,740,741,32.163171,-80.755765
"83","29928","3096","411875","*QIK RSH 16 BKW PHASER LS",15.25,30.95,0.507269,0,0,16110,740,741,32.163171,-80.755765
"84","29928","3096","513274","*RXY RSH 14G BJR0 FRM ABOVE LS",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"85","29928","3096","480008","*RXY SHT MD BNF0 DOLL BRDSHORT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"86","29928","3096","414198","*QIK BRD 25 BLK CYPHER BRIGG",25.5,52,0.509615,0,0,16110,740,741,32.163171,-80.755765
"87","29928","3096","509043","*QIK BRD 24 SNO STOMPING",16.49,35,0.528857,0,0,16110,740,741,32.163171,-80.755765
"88","29928","3096","491792","*RXY RSH 2T MLR0 FRM ABVE TDLR",10.31,22.95,0.550762,0,0,16110,740,741,32.163171,-80.755765
"89","29928","3096","516956","*RXY SHT MD KVJ0 SWEET LIFE RG",16.49,36,0.541944,0,0,16110,740,741,32.163171,-80.755765
"90","29928","3096","435529","*QIK BRD 25 NBL SMASHING",17,35,0.514285,0,0,16110,740,741,32.163171,-80.755765
"91","29928","3096","497864","*RXY SHT LG BNF0 ENDLESS SMMER",15.52,34,0.543529,0,0,16110,740,741,32.163171,-80.755765
"92","29928","3096","513067","*RXY RSH 12G PRR0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"93","29928","3096","421376","*QIK RSH 4T BGN OVERRLD TOD LS",12.25,24.95,0.509018,0,0,16110,740,741,32.163171,-80.755765
"94","29928","3096","523610","*RXY BIK 2T KVJ4 WAVE WONDERER",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"95","29928","3096","497849","*RXY TAN 12 MKL7 PEACEFUL DRMR",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"96","29928","3096","519044","*RXY BIK 10 MNA4 SUNDWN STRIPE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"97","29928","3096","519096","*RXY 1PC 6 WBB7 SUNDOWN LOGO",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"98","29928","3096","242058","*QIK TEE MD NVY SHADOW",6.79,16,0.575625,0,0,16110,740,741,32.163171,-80.755765
"99","29928","3096","411871","*QIK RSH 10 BKW PHASER LS",15.25,30.95,0.507269,0,0,16110,740,741,32.163171,-80.755765
"100","29928","3096","513036","*QIK RSH 4 XKKK ALL TIME LS B",14.175,31.95,0.556338,1,31.95,16110,740,741,32.163171,-80.755765
"101","29928","3096","406513","*QIK RSH 12 WHT PHASER SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"102","29928","3096","516963","*RXY BIK 7 BNW0 HEAT & SURF",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"103","29928","3096","497872","*RXY TAN 4T MKL7 PEACEFUL DRMR",17.46,38,0.540526,1,38,16110,740,741,32.163171,-80.755765
"104","29928","3096","435895","*RXY 1PC 14 FLO SPORTY FRINGE",21,44,0.522727,0,0,16110,740,741,32.163171,-80.755765
"105","29928","3096","513024","*QIK RSH 8 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"106","29928","3096","567894","*RXY RSH 10 PSS0 BATIK RSHGRD",18.05,38,0.525,0,0,16110,740,741,32.163171,-80.755765
"107","29928","3096","435917","*RXY RSH SM WHT SAND DANCER",18,38,0.526315,1,38,16110,740,741,32.163171,-80.755765
"108","29928","3096","479594","*RXY 1PC 5 MHT7 DOLLFACE DOT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"109","29928","3096","603094","*QIK RSH XL KVD0 ALLTIME SS BY",12.6,28,0.55,0,0,16110,740,741,32.163171,-80.755765
"110","29928","3096","469781","*RXY BIK 2T MKL7 DOLLFACE DOT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"111","29928","3096","435924","*RXY RSH XL BLK SAND DANCER",18,38,0.526315,0,0,16110,740,741,32.163171,-80.755765
"112","29928","3096","490646","*QIK BRD 25 POP STOMPING",16.49,35,0.528857,1,35,16110,740,741,32.163171,-80.755765
"113","29928","3096","480075","*RXY RSH 2T MLW7 STRIPE RSHSET",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"114","29928","3096","479595","*RXY 1PC 6 MHT7 DOLLFACE DOT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"115","29928","3096","459347","*RXY BIK 10 BQT3 ROXY CHARM",20.9,46,0.545652,0,0,16110,740,741,32.163171,-80.755765
"116","29928","3096","491687","*QIK RSH 4 XWBK SHAKA LS",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"117","29928","3096","491779","*RXY RSH 12G MHD0 WHLE HRTD SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"118","29928","3096","422841","*RXY RSH 6G PNK HIGH LIGHT SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"119","29928","3096","489070","*RXY RSH MD PQS4 ROXY ESCAPE",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"120","29928","3096","497855","*RXY BIK 10 WBB6 SEEING PALMS",21.34,46,0.536086,0,0,16110,740,741,32.163171,-80.755765
"121","29928","3096","421374","*QIK RSH 2T BGN OVERRLD TOD LS",12.25,24.95,0.509018,0,0,16110,740,741,32.163171,-80.755765
"122","29928","3096","497833","*RXY BIK 12 BNF6 SEA HIPPIE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"123","29928","3096","459369","*RXY TAN 5 BQT3 ROXY CHARM",19,42,0.547619,0,0,16110,740,741,32.163171,-80.755765
"124","29928","3096","509038","*QIK BRD 4 SNO STOMPING",15.04,32,0.53,0,0,16110,740,741,32.163171,-80.755765
"125","29928","3096","522512","*QIK VOL XL WHT XITING VOLLEY",21.825,46,0.525543,0,0,16110,740,741,32.163171,-80.755765
"126","29928","3096","497857","*RXY BIK 12 WBB6 SEEING PALMS",21.34,46,0.536086,0,0,16110,740,741,32.163171,-80.755765
"127","29928","3096","489061","*RXY BIK 10 PQS4 ROXY ESCAPE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"128","29928","3096","567921","*RXY RSH 3 WBB0 SURFSUP RSHGRD",21.85,46,0.525,0,0,16110,740,741,32.163171,-80.755765
"129","29928","3096","497829","*RXY BIK 8 BNF6 SEA HIPPIE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"130","29928","3096","479994","*RXY BIK 8 KVJ7 RXY BRDR LOGO",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"131","29928","3096","513023","*QIK RSH 6 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"132","29928","3096","422856","*RXY RSH 16G TUR ROX A LOT SS",13.25,26.95,0.508348,1,26.95,16110,740,741,32.163171,-80.755765
"133","29928","3096","444130","*QIK RSH 4 XWWB ALL TIME SS B",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"134","29928","3096","422847","*RXY RSH 4G PUR LIVE IT UP LS",15.25,30.95,0.507269,0,0,16110,740,741,32.163171,-80.755765
"135","29928","3096","562122","*RXY BIK 8 PSS0 BATIK TIKITRI",20.9,44,0.525,0,0,16110,740,741,32.163171,-80.755765
"136","29928","3096","490629","*QIK BRD 2 POP STOMPING",15.04,32,0.53,0,0,16110,740,741,32.163171,-80.755765
"137","29928","3096","519091","*RXY 1PC 4T WBB7 SUNDOWN LOGO",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"138","29928","3096","519064","*RXY RSH XL WBB0 SUNDOWN S/S",16.49,36,0.541944,0,0,16110,740,741,32.163171,-80.755765
"139","29928","3096","422780","*QIK RSH 6 BKW PHASER SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"140","29928","3096","411870","*QIK RSH 8 BKW PHASER LS",15.25,30.95,0.507269,0,0,16110,740,741,32.163171,-80.755765
"141","29928","3096","435923","*RXY RSH LG BLK SAND DANCER",18,38,0.526315,0,0,16110,740,741,32.163171,-80.755765
"142","29928","3096","517018","*RXY RSH 6 MNA0 RAGLAN SLEEVE",15.52,34,0.543529,0,0,16110,740,741,32.163171,-80.755765
"143","29928","3096","491670","*QIK RSH 16 XGGK PRIME SS BOY",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"144","29928","3096","513020","*QIK RSH 14 XWWB ALL TIME SS B",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"145","29928","3096","480070","*RXY DRS 3T KVJ7 LOGO RASHSET",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"146","29928","3096","483332","*RXY DRS 4 MLW0 WESTERN SUN",11.64,26,0.552307,0,0,16110,740,741,32.163171,-80.755765
"147","29928","3096","491672","*QIK RSH 4 XBBG PRIME LS BOY",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"148","29928","3096","435539","*QIK BRD 24 BLV DIVSION SCALLP",22,45,0.511111,0,0,16110,740,741,32.163171,-80.755765
"149","29928","3096","516949","*RXY BIK 10 KVJ7 HOW SWEET",21.34,46,0.536086,0,0,16110,740,741,32.163171,-80.755765
"150","29928","3096","517004","*RXY RSH 3 BNW0 RAGLAN SLEEVE",15.52,34,0.543529,0,0,16110,740,741,32.163171,-80.755765
"151","29928","3096","497841","*RXY BIK 10 BNF0 LITTLE BEAUTY",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"152","29928","3096","241804","*RXY TOP SM REB MY FAV",17,36,0.527777,0,0,16110,740,741,32.163171,-80.755765
"153","29928","3096","421396","*RXY 1PC 14 YDG SEASIDE",22,46,0.521739,0,0,16110,740,741,32.163171,-80.755765
"154","29928","3096","523608","*RXY RSH XL KVJ4 WAVE TW SET",21.34,46,0.536086,0,0,16110,740,741,32.163171,-80.755765
"155","29928","3096","435896","*RXY 1PC 7 WHT BLOOMING BLISS",22,46,0.521739,0,0,16110,740,741,32.163171,-80.755765
"156","29928","3096","491667","*QIK RSH 14 XGGK PRIME SS BOY",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"157","29928","3096","517057","*RXY BIK 5 KVJ7 HOW SWEET",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"158","29928","3096","519038","*RXY BIK 12 WBB7 SUNDOWN LOGO",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"159","29928","3096","513074","*RXY RSH 14G WBB0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"160","29928","3096","522502","*QIK BRD 4 MED CERRANO",19.885,42,0.526547,0,0,16110,740,741,32.163171,-80.755765
"161","29928","3096","406446","*QIK RSH 10G TUR ROX A LOT SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"162","29928","3096","480000","*RXY BIK 12 BNF7 DOLL FACE DOT",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"163","29928","3096","513070","*RXY RSH 6G WBB0 ROXY WAVE SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"164","29928","3096","459340","*RXY BIK 8 BSW7 CRISS CRSS TRI",20.9,46,0.545652,0,0,16110,740,741,32.163171,-80.755765
"165","29928","3096","491681","*QIK RSH 14 XBBG PRIME LS BOY",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"166","29928","3096","520239","*QIK SHT LG NVY STEERAGE",18.915,39.5,0.521139,0,0,16110,740,741,32.163171,-80.755765
"167","29928","3096","479590","*RXY BIK 6 MKL7 DOLLFACE DOT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"168","29928","3096","435535","*QIK BRD 4T NBL SMASHING",15.5,32,0.515625,0,0,16110,740,741,32.163171,-80.755765
"169","29928","3096","435541","*QIK BRD 26 BLV DIVSION SCALLP",22,45,0.511111,0,0,16110,740,741,32.163171,-80.755765
"170","29928","3096","567955","*RXY 1PC 3 MNS0 ALLABD 1PC",18.05,38,0.525,0,0,16110,740,741,32.163171,-80.755765
"171","29928","3096","520241","*QIK SHT 2 NVY STEERAGE",16.975,36,0.528472,0,0,16110,740,741,32.163171,-80.755765
"172","29928","3096","421401","*RXY BIK 6X YDG SEA SIDE",21,40,0.475,0,0,16110,740,741,32.163171,-80.755765
"173","29928","3096","509023","*QIK BRD 23 NVY MAYS HAYES",21.83,46,0.525434,0,0,16110,740,741,32.163171,-80.755765
"174","29928","3096","480054","*RXY 1PC 5 KVJ7 RXY BRDR LOGO",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"175","29928","3096","489060","*RXY BIK 8 PQS4 ROXY ESCAPE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"176","29928","3096","422784","*QIK RSH 14 BKW PHASER SS",13.25,26.95,0.508348,1,26.95,16110,740,741,32.163171,-80.755765
"177","29928","3096","513028","*QIK RSH 16 XKKK PRIME SS BOY",12.375,27.95,0.557245,0,0,16110,740,741,32.163171,-80.755765
"178","29928","3096","479587","*RXY BIK 4T MKL7 DOLLFACE DOT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"179","29928","3096","422782","*QIK RSH 10 BKW PHASER SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"180","29928","3096","516965","*RXY BIK 10 BNW0 HEAT & SURF",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"181","29928","3096","567939","*RXY 1PC 12 MLG0 PPALM MONOKNI",21.85,46,0.525,0,0,16110,740,741,32.163171,-80.755765
"182","29928","3096","421394","*RXY 1PC 10 YDG SEASIDE",22,46,0.521739,0,0,16110,740,741,32.163171,-80.755765
"183","29928","3096","450077","*RXY BIK 7 PQS4 ROXY ESCAPE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"184","29928","3096","421400","*RXY BIK 5 YDG SEA SIDE",19,40,0.525,0,0,16110,740,741,32.163171,-80.755765
"185","29928","3096","435915","*RXY BIK 12 CBW WILD AND FREE",21,44,0.522727,0,0,16110,740,741,32.163171,-80.755765
"186","29928","3096","491802","*RXY RSH 12G MLR0 ROXY WAVE LS",14.18,31.95,0.556181,0,0,16110,740,741,32.163171,-80.755765
"187","29928","3096","480007","*RXY SHT SM BNF0 DOLL BRDSHORT",17.46,38,0.540526,0,0,16110,740,741,32.163171,-80.755765
"188","29928","3096","239033","*QIK SWM 16 FPS INDIAN SUST",21,44,0.522727,0,0,16110,740,741,32.163171,-80.755765
"189","29928","3096","480071","*RXY DRS 4T KVJ7 LOGO RASHSET",18.43,40,0.53925,1,40,16110,740,741,32.163171,-80.755765
"190","29928","3096","406444","*QIK RSH 8G TUR ROX A LOT SS",13.25,26.95,0.508348,0,0,16110,740,741,32.163171,-80.755765
"191","29928","3096","489064","*RXY BIK 7 BGD7 TO PARADISE",20.37,44,0.537045,0,0,16110,740,741,32.163171,-80.755765
"192","29928","3096","239094","*QIK TOP 4T BND HOOLIGAN",13,28,0.535714,0,0,16110,740,741,32.163171,-80.755765
"193","29928","3096","480068","*RXY 1PC 6 MLW7 BORDER STRIPE",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"194","29928","3096","492489","*QIK RSH 14 XBGK EXTRA SS BOY",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"195","29928","3096","491776","*RXY RSH 6G MHD0 WHLE HRTD SS",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"196","29928","3096","568000","*RXY BIK 3 MLG0 PPALM TANKINI",20.9,44,0.525,0,0,16110,740,741,32.163171,-80.755765
"197","29928","3096","491796","*RXY RSH 3T MLR0 FRM ABVE TDLR",10.31,22.95,0.550762,0,0,16110,740,741,32.163171,-80.755765
"198","29928","3096","492486","*QIK RSH 10 XBGK EXTRA SS BOY",12.38,27.95,0.557066,0,0,16110,740,741,32.163171,-80.755765
"199","29928","3096","421392","*RXY 1PC 7 YDG SEASIDE",22,46,0.521739,0,0,16110,740,741,32.163171,-80.755765
"200","29928","3096","480073","*RXY DRS 6 KVJ7 LOGO RASHSET",18.43,40,0.53925,0,0,16110,740,741,32.163171,-80.755765
"201","29928","3096","567916","*RXY 1PC 10 BLW0 SURFSUP 1PC",19.95,42,0.525,0,0,16110,740,741,32.163171,-80.755765
